Media,Judul,Tanggal,Reporter,Isi
sport-tourism.pikiran-rakyat.com,,,,
gowest.id,,,,
ntbsatu.com,,,,
kaltimfaktual.co,,,,
brnews.id,,,,
republika.id,,,,
daulat.co,,,,
timlo.net,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
fajarasia.id,,,,
halobanten.com,,,,
indoposnews.id,,,,
bisnisreview.com,,,,
jurnalfaktual.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
kosadata.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
otonity.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
jatim.idntimes.com,,,,
e-kompas.id,,,,
gelora.co,,,,
kanalkalimantan.com,,,,
girinesia.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
arusgadget.com,,,,
insiden24.com,,,,
finance.yahoo.com,,,,
popmama.com,,,,
radarkepahiang.disway.id,,,,
jambiindependent.disway.id,,,,
radartegal.id,,,,
newssetup.kontan.co.id,,,,
Tribun Jambi,,,,
medialampung.disway.id,,,,
investortrust.id,,,,
tugubandung.id,,,,
kesatu.co,,,,
jurnalbandung.com,,,,
infobaik.id,,,,
zonapriangan.pikiran-rakyat.com,,,,
mncradionet.com,,,,
indonesiasatu.co,,,,
helloborneo.com,,,,
madura.tribunnews.com,,,,
jabar.jpnn.com,,,,
poskota.co.id,,,,
lendoot.com,,,,
timexkupang.fajar.co.id,,,,
expontt.com,,,,
lubuklinggau.pikiran-rakyat.com,,,,
galamedia.pikiran-rakyat.com,,,,
suarabali.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
kabaralam.com,,,,
kepribetter.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
jabar.suara.com,,,,
banten.suara.com,,,,
padang.tribunnews.com,,,,
okeguys.com,,,,
lantaibursa.id,,,,
lots.co.id,,,,
irwin.my.id,,,,
koranbogor.com,,,,
22motomoto.com,,,,
sonora.id,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize""]"
jakartadaily.id,,,,
thoidai.com.vn,,,,
travelking.com.tw,,,,
quamnet.com,,,,
dbpower.com.hk,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
etnet.com.hk,,,,
hk.finance.yahoo.com,,,,
au.finance.yahoo.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
sg.finance.yahoo.com,,,,
nz.finance.yahoo.com,,,,
ovietnam.vn,,,,
vietnamnews.vn,,,,
menafn.com,,,,
eodishasamachar.com,,,,
hpility.sg,,,,
negosentro.com,,,,
asianjourneys.com.sg,,,,
weekender.com.sg,,,,
oivietnam.com,,,,
woah.my,-,-,-,-
malaysiainternet.my,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
journal.com.ph,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
bizzbuzz.news,,,,
vietnaminsider.vn,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
whatech.com,,,,
mysinchew.sinchew.com.my,,,,
opensourceforu.com,,,,
sidec.com.my,,,,
thehansindia.com,,,,
telegraph.net.au,,,,
hr.asia,,,,
newspatrolling.com,,,,
businessnewsthisweek.com,,,,
iot.electronicsforu.com,,,,
pinoytechsaga.blogspot.com,,,,
moneyfm893.sg,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
superadrianme.com,,,,
bizhub.vn,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
cityplusfm.my,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
focusmalaysia.my,,,,
ourdailynewsonline.com,,,,
thailand-business-news.com,,,,
baosongngu.net,,,,
newshubasia.com,,,,
agency.businesses.com.au,,,,
taiwannet.com.tw,,,,
sg.nanyangpost.com,,,,
capital.asia,,,,
newspronto.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
zawya.com,,,,
bulir.id,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
garudanews24.id,,,,
epaper.mediaindonesia.com,,,,
viw.com.au,,,,
thebulletin.net.au,,,,
modernaustralian.com,,,,
dailybulletin.com.au,,,,
aap.com.au,,,,
businessdailymedia.com,,,,
thetimes.com.au,,,,
en.startuprecipe.co.kr,,,,
sme.asia,,,,
riauheadline.com,,,,
media-outreach.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
taiwannews.com.tw,,,,
en.xfafinance.com,,,,
uk.finance.yahoo.com,,,,
theiskandarian.com,,,,
theexpress.net.au,,,,
forevernews.in,,,,
asiainsiders.net,,,,
siamnews.net,,,,
africabusiness.com,,,,
malaysiaglobalbusinessforum.com,,,,
kuwaitpr.com,,,,
b2b-cambodia.com,,,,
thereportingtoday.com,,,,
karimuntoday.com,,,,
portal.sina.com.hk,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
tech-space.africa,,,,
bizwireexpress.com,,,,
www.sukadi.net,,,,
asianspectator.com,,,,
thesoutherncross.com.au,,,,
malaysia.news.yahoo.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
dubaiprnetwork.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
thechronicle.net.au,,,,
menitone.com,,,,
iwaishin.com,,,,
insideout.vn,,,,
tw.news.yahoo.com,,,,
livenews.co.nz,,,,
timestech.in,,,,
thegbm.com,,,,
uae-business.com,,,,
contentenginellc.com,,,,
europeanbusinessmagazine.com,,,,
itnewsafrica.com,,,,
vietnamstar.net,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
theinsiders.com.au,,,,
apmultimedianewsroom.com,,,,
godubai.com,,,,
newsdaily.com.au,,,,
hmtvlive.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
cryptoinsider.asia,,,,
thearabianpost.com,,,,
saudiarabiapr.com,,,,
88iv.com,,,,
lifenewsagency.com,,,,
eglobaltravelmedia.com.au,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
menews.info,,,,
abudhabipr.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
qatarprnetwork.com,,,,
palima.id,,,,
vibrasi.co,,,,
liputanutama.id,,,,
Barito Pos,,,,
kapuaspost.web.id,,,,
jurnalpekan.com,,,,
techdaily.id,,,,
canggih.id,,,,
okuselatan.disway.id,,,,
batamtimes.co,,,,
lintasntt.com,,,,
travelounge.co,,,,
kitamudamedia.com,,,,
suarajatimpost.com,,,,
bwi24jam.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
mataraman.tribunnews.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
jatim-timur.tribunnews.com,,,,
kabarbanyuwangi.co.id,,,,
gpriority.co.id,,,,
mimbarmaritim.com,,,,
faktapers.id,,,,
forumterkininews.id,,,,
malangterkini.pikiran-rakyat.com,,,,
karanganyar.inews.id,,,,
gebrak.id,,,,
hosnews.id,,,,
hariansib.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
aboutsemarang.id,,,,
most1058fm.com,,,,
ambon.tribunnews.com,,,,
futureloka.com,,,,
gawaimikro.com,,,,
tabengan.com,,,,
jakartahighlight.wordpress.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
joglosemarnews.com,,,,
lokawarta.com,,,,
jateng.inews.id,,,,
lensa.id,,,,
arahdestinasi.com,,,,
kalimantanpost.com,,,,
jagatreview.com,,,,
makronesia.id,,,,
digtalpos.com,,,,
radartegal.disway.id,,,,
mediapatriot.co.id,,,,
inventif.id,,,,
suaraindonews.com,,,,
genpi.co,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
bingkainasional.com,,,,
edaran.id,,,,
radarkuningan.disway.id,,,,
kabarberita.co.id,,,,
indonesiaonline.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
bantenhay.com,,,,
bus-truck.id,,,,
crowdfundinsider.com,,,,
orami.co.id,,,,
tribunnewswiki.com,,,,
economictravelling.com,,,,
lenteraesai.id,,,,
dailyexpress.com.my,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
theborneopost.com,,,,
rmoljabar.id,,,,
hajinews.id,,,,
radarsukabumi.com,,,,
rmolaceh.id,,,,
pristiwa.com,,,,
wartatransparansi.com,,,,
hardrockfm.com,,,,
beritabuana.co,,,,
mandalikapost.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
jakartasatu.com,,,,
fwbbnews.com,,,,
liputan12.id,,,,
kabarindoraya.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
lampuhijau.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
malang.suara.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
banjarbaruklik.com,,,,
nextren.grid.id,,,,
diadona.id,,,,
venuemagz.com,,,,
trenteknologi.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
harianbisnis.id,,,,
bcasekuritas.co.id,,,,
metrolampungnews.pikiran-rakyat.com,,,,
sumut.suara.com,,,,
rakyatsulbar.com,,,,
cenderawasihpos.jawapos.com,,,,
surakarta.suara.com,,,,
medialabuanbajo.com,,,,
haibunda.com,,,,
curupekspress.disway.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
mediabumn.com,,,,
proserang.com,,,,
kabarmakassar.com,,,,
bengkalis.pikiran-rakyat.com,,,,
kalesang.id,,,,
postkotantb.com,,,,
blok-a.com,,,,
lampung.idntimes.com,,,,
teknotimes.my.id,,,,
adawarta.com,,,,
kbeonline.id,,,,
jagatbisnis.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
bonsernews.com,,,,
menara62.com,,,,
pontas.id,,,,
jatimtimes.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
probolinggo.jatimtimes.com,,,,
kediritimes.com,,,,
malangpariwara.com,,,,
klweek.com,,,,
bisnisnews.id,,,,
suaraterkini.com,,,,
satubanten.com,,,,
majalahglobalreview.com,,,,
eksposisinews.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
famztv.com,,,,
inspirasiperubahan.com,,,,
jatim.suara.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
sumateraekspres.bacakoran.co,,,,
bacakoran.co,,,,
telkomsel.com,,,,
wartaviral.id,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
kabarnusa.com,,,,
trendtech.id,,,,
betiklampung.com,,,,
palpos.disway.id,,,,
focuskini.id,,,,
pancarpos.com,,,,
kabarekonomi.id,,,,
kliksumut.com,,,,
spotbalinews.com,,,,
harianmomentum.com,,,,
penasumatera.co.id,,,,
sriwijayamedia.com,,,,
suarapublik.id,,,,
wartadewata.com,,,,
suryasumatera.com,,,,
altumnews.com,,,,
suarajatim.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
d-onenews.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
padusi.id,,,,
nusabali.com,,,,
kabarwonosobo.pikiran-rakyat.com,,,,
komunitasmea.web.id,,,,
baliwakenews.com,,,,
rmolsumut.id,,,,
rmolsumsel.id,,,,
enciety.co,,,,
laros.id,,,,
riau.suara.com,,,,
riaulantang.com,,,,
riau24.com,,,,
indoviral.id,,,,
skift.com,,,,
kontenislam.com,,,,
democrazy.id,,,,
fnn.co.id,,,,
beritacianjur.com,,,,
digo.id,"h1[class=""font-['Lora'] text-3xl md:text-5xl font-bold py-3 drop-shadow""]","p[data-test=""published-time""] span","div[class=""flex flex-col text-sm leading-normal w-full""]","div[class=""mt-10 contentWrapper""]"
metrojambi.com,,,,
sumsel.antaranews.com,,,,
bintara.id,,,,
sergap.id,,,,
jurnalnews.id,,,,
tentangkita.co,,,,
kuasakata.com,,,,
cirebontimes.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
inilahkoran.id,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
djawanews.com,,,,
sangalu.com,,,,
wowbabel.com,,,,
purwokertoinsight.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
tvrinews.com,,,,
bbc.com/indonesia,,,,
etalaseinfo.com,,,,
floresku.com,,,,
kilassulawesi.com,,,,
mediasinergi.co,,,,
ruetir.com,,,,
triggernetmedia.com,,,,
ruangpolitik.com,,,,
idrtimes.com,,,,
koransn.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
fajarsumbar.com,,,,
goindonesia.co,,,,
imcnews.id,,,,
baranewsaceh.co,,,,
berifakta.com,,,,
zonasatunews.com,,,,
medancyber.com,,,,
sindomakassar.com,,,,
mimbarumum.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
sulsel.fajar.co.id,,,,
informasinasional.com,,,,
Kilasjateng.id,,,,
potret.online,,,,
jatimterkini.com,,,,
jurnalgaya.pikiran-rakyat.com,,,,
koranprioritas.com,,,,
detik60.com,,,,
cxomedia.id,,,,
koranbernas.id,,,,
sulselnetwork.com,,,,
jelajahnusantara.co,,,,
lenteratoday.com,,,,
wartaindonesia.co,,,,
penamerahputih.com,,,,
infodis.id,,,,
teknoplay.id,,,,
chatnews.id,,,,
trijayanews.id,,,,
radarbekasi.id,,,,
beritanasional.id,,,,
fokuspembaca.com,,,,
depoknews.id,,,,
hargo.co.id,,,,
tourismvaganza.com,,,,
sinarmassekuritas.co.id,,,,
djakarta.id,,,,
pancar.id,,,,
agropolitan.tv,,,,
banyuwangi.jatimnetwork.com,,,,
wisataaceh.id,,,,
siarnitas.id,,,,
newscast.id,,,,
tugumalang.id,,,,
harianhaluan.id,,,,
getlost.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
wawasan.suaramerdeka.com,,,,
bisnisbandung.com,,,,
bisnis.hallo.id,,,,
bangsaonline.com,,,,
dhahanews.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
radarcianjur.com,,,,
aktualonline.co.id,,,,
makassar.tribunnews.com,,,,
gayatekno.id,,,,
abadikini.com,,,,
arenalte.com,,,,
topsatu.com,,,,
teraslampung.com,,,,
internationalmedia.co.id,,,,
egindo.com,,,,
radarindonesianews.com,,,,
terasjabar.id,,,,
jabarjuara.co,,,,
kabarminang.id,,,,
oto.com,,,,
carmudi.co.id,,,,
otodriver.com,,,,
trenotomotif.com,,,,
merata.net,,,,
moladin.com,,,,
insight.kontan.co.id,,,,
cakrawalaindonesia.id,,,,
beritadaerah.com,,,,
infobisnis.id,,,,
jurnallabuanbajo.com,,,,
sumsel24.com,,,,
kostatv.id,,,,
liputanbangsa.com,,,,
buleleng.pikiran-rakyat.com,,,,
pedomantangerang.pikiran-rakyat.com,,,,
papuabarat.tribunnews.com,,,,
innalar.com,,,,
mediapakuan.pikiran-rakyat.com,,,,
potensibisnis.pikiran-rakyat.com,,,,
salatigaterkini.pikiran-rakyat.com,,,,
portalkotamobagu.pikiran-rakyat.com,,,,
lingkarmadura.pikiran-rakyat.com,,,,
arahkata.pikiran-rakyat.com,,,,
ternate.tribunnews.com,,,,
mediablitar.pikiran-rakyat.com,,,,
batam.pikiran-rakyat.com,,,,
zonabanten.pikiran-rakyat.com,,,,
wartabulukumba.pikiran-rakyat.com,,,,
jombangupdate.pikiran-rakyat.com,,,,
bangkalan.pikiran-rakyat.com,,,,
sumbawa.pikiran-rakyat.com,,,,
matabandung.pikiran-rakyat.com,,,,
tasikmalaya.pikiran-rakyat.com,,,,
utaratimes.pikiran-rakyat.com,,,,
demakbicara.pikiran-rakyat.com,,,,
kabarpriangan.pikiran-rakyat.com,,,,
banjarnegara.pikiran-rakyat.com,,,,
seputarcibubur.pikiran-rakyat.com,,,,
okejambi.pikiran-rakyat.com,,,,
techno.id,,,,
jayapura.pikiran-rakyat.com,,,,
waktu.news,,,,
jktone.com,,,,
beautybeat.id,,,,
jatimupdate.id,,,,
independensi.com,,,,
kaltara.prokal.co,,,,
goriau.com,,,,
savanaparadise.com,,,,
bisnisnews.com,,,,
victorynews.id,,,,
metrosulteng.com,,,,
sportanews.com,,,,
balitren.com,,,,
titiktemu.co,,,,
realitasonline.id,,,,
sinergijatim.com,,,,
gorajuara.com,,,,
porosjakarta.com,,,,
babad.id,,,,
ayocirebon.com,,,,
kobaran.com,,,,
tinewss.com,,,,
ruanganinfo.com,,,,
fokusmedia.id,,,,
newsmedia.co.id,,,,
cirebonnetwork.com,,,,
patiupdate.com,,,,
radarikn.id,,,,
klikpendidikan.id,,,,
suaraburuh.com,,,,
tasik.ayoindonesia.com,,,,
ayosolo.id,,,,
ayosurabaya.com,,,,
ayomedan.id,,,,
ayobekasi.net,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
serpong.inews.id,,,,
dkylb.com,,,,
starbanjar.com,,,,
lampungpro.co,,,,
mobilitas.id,,,,
radarindramayu.disway.id,,,,
bogorinsider.com,,,,
nst.com.my,,,,
zetizens.id,,,,
portalmedia.id,,,,
liputankini.com,,,,
pelitabaru.com,,,,
sumutterkini.com,,,,
radarbengkulu.disway.id,,,,
cirebon.pikiran-rakyat.com,,,,
glints.com,,,,
sukoharjonews.com,,,,
sumeks.disway.id,,,,
infogarut.id,,,,
gamingland.id,,,,
droidly.co,,,,
potensinews.id,,,,
minangkabaunews.com,,,,
beritahidup.com,,,,
indonesiannews.co,,,,
highend-magazine.okezone.com,,,,
jayakartanews.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
datariau.com,,,,
sindikatpost.com,,,,
sijogja.com,,,,
parangmaya.com,,,,
wartajogja.id,,,,
hariannusa.com,,,,
borobudurnews.com,,,,
ournews.biz.id,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
langit7.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
jogja.idntimes.com,,,,
bataranews.com,,,,
sukabumi.jabarekspres.com,,,,
jangkauindonesia.com,,,,
moeslimchoice.com,,,,
wartarakyat.co.id,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
batam.suara.com,,,,
radarmalaka.com,,,,
inisurabaya.com,,,,
kabarbumn.com,,,,
madania.co.id,,,,
media9.today,,,,
newsmaker.tribunnews.com,,,,
bromotoday.id,,,,
coverbothside.com,,,,
wartapembaruan.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
asahansatu.co.id,,,,
hetanews.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
rakyatpos.id,,,,
serikatnews.com,,,,
sumenep.pikiran-rakyat.com,,,,
pinterpoin.com,,,,
medanku.com,,,,
bantentv.com,,,,
datakita.co,,,,
wartakepri.co.id,,,,
gerbangindonesia.co.id,,,,
bengkulu.tribunnews.com,,,,
kaltim.herald.id,,,,
kabarcirebon.pikiran-rakyat.com,,,,
inilahnews.com,,,,
giwangkara.com,,,,
djournalist.com,,,,
radartarakan.jawapos.com,,,,
gosumbar.com,,,,
turbonesia.com,,,,
suaranusantara.com,,,,
linggaupos.disway.id,,,,
inipasti.com,,,,
indonesiatimur.co,,,,
radarlamteng.com,,,,
palpres.bacakoran.co,,,,
haluankita.com,,,,
mapaybandung.pikiran-rakyat.com,,,,
ihram.co.id,,,,
baliwara.com,,,,
suarasiber.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
koranpelita.com,,,,
world-today-news.com,,,,
beritakota.id,,,,
teknogav.com,,,,
broadcastmagz.com,,,,
harianmuba.disway.id,,,,
borneoflash.com,,,,
kampusmedan.com,,,,
metro24jam.net,,,,
gosulsel.com,,,,
enimekspres.disway.id,,,,
monitor.co.id,,,,
kauri.id,,,,
asumsi.co,,,,
baseh.id,,,,
karawangbekasi.disway.id,,,,
sigijateng.id,,,,
balipuspanews.com,,,,
bandungraya.inews.id,,,,
kanalbali.id,,,,
geliatekonomi.com,,,,
trenzindonesia.com,,,,
inilahbandung.com,,,,
maritim.go.id,,,,
RRI Pro 3,,,,
aulanews.id,,,,
beritabali.com,,,,
infosulawesi.com,,,,
cilacap.info,,,,
rodafakta.com,,,,
radarjambi.co.id,,,,
infojambi.com,,,,
bitnews.id,,,,
sinarjambi.com,,,,
Trijaya FM,,,,
jatimmedia.com,h1.text-black,span.date,div.author.pull-left,div.post.text-black-1
jambidaily.com,,,,
radarnonstop.co,,,,
jatengnetwork.com,,,,
hukamanews.com,,,,
suarapemerintah.id,,,,
seputarsumut.com,,,,
kabarprioritas.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
bahana.net,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
risinggeeks.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
jateng.antaranews.com,,,,
majamojokerto.net,,,,
oatekno.com,,,,
beningnews.com,,,,
konfrontasi.com,,,,
kendari.pikiran-rakyat.com,,,,
kebumentalk.pikiran-rakyat.com,,,,
labuanbajoterkini.pikiran-rakyat.com,,,,
ringtimesbali.pikiran-rakyat.com,,,,
lampung.pikiran-rakyat.com,,,,
kepri.pikiran-rakyat.com,,,,
cerdikindonesia.pikiran-rakyat.com,,,,
blora.pikiran-rakyat.com,,,,
kabargress.com,,,,
ameera.republika.co.id,,,,
patinews.com,,,,
nasional.tempo.co,,,,
travel.okezone.com,,,,
inet.detik.com,,,,
bandungnews.id,,,,
galajabar.pikiran-rakyat.com,,,,
travel.kompas.com,,,,
terkininews.com,,,,
nasional.okezone.com,,,,
news.republika.co.id,,,,
lingkar.news,h1.post-title,span.article-date,div.tags-wrapper,div.post-content
nasional.sindonews.com,,,,
lifestyle.sindonews.com,,,,
lifestyle.kontan.co.id,,,,
urbannews.id,,,,
money.kompas.com,,,,
wolipop.detik.com,,,,
ekbis.sindonews.com,,,,
gadget.viva.co.id,,,,
tekno.kompas.com,,,,
keuangan.kontan.co.id,,,,
tekno.tempo.co,,,,
biz.kompas.com,,,,
paradapos.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
bisnis.murianews.com,,,,
sharia.republika.co.id,,,,
malangraya.pikiran-rakyat.com,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
pitutur.id,,,,
satujuang.com,,,,
mensobsession.com,,,,
dicintai.com,,,,
indonesianjournal.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
cianjurpedia.pikiran-rakyat.com,,,,
makinnews.com,,,,
semaraknews.co.id,,,,
ambon.antaranews.com,,,,
liputanoke.com,,,,
cnbcjakarta.com,,,,
beritabig.com,,,,
koranmanado.co.id,h1.f32.fno.crimson,"div[class=""grey pt10 mb10""] time span",div.credit b,"div[class=""txt-article multi-fontsize mb20""]"
linkumkm.id,,,,
malangraya.blok-a.com,,,,
video.tribunnews.com,,,,
finance.detik.com,,,,
gilarpost.com,,,,
harianmassa.id,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
leisure.harianjogja.com,,,,
keprinews.co,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
newscek.com,,,,
limawaktu.id,,,,
dewiku.com,,,,
seru.co.id,,,,
ekbizz.com,,,,
corongnusantara.com,,,,
indoposco.id,,,,
antarannews.com,,,,
lintasbali.com,,,,
mediaaceh.com,,,,
jawapers.com,,,,
limapagi.id,,,,
malangtimes.com,,,,
propertynbank.com,,,,
indonesiaupdate.id,,,,
infobdg.com,,,,
banyuwangi.jatimtimes.com,,,,
terasmaluku.com,,,,
Linggau Pos,,,,
oketrend.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
deliknews.com,,,,
gartonnews.com,,,,
financialreview.id,,,,
banyumas.news,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
flores.tribunnews.com,,,,
gorontalo.tribunnews.com,,,,
atnews.id,,,,
haijatim.com,,,,
harianjabar.com,,,,
eksekutifnews.com,,,,
intrik.id,,,,
dnews.co.id,,,,
mataram.tribunnews.com,,,,
sulteng.pikiran-rakyat.com,,,,
jakartakita.com,,,,
harianbangsa.net,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
sumutpos.jawapos.com,,,,
hidayatullah.com,,,,
kabarjawatimur.com,,,,
newspedia.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
otonominews.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
traveletc.id,,,,
mytrip.co.id,,,,
edu.indramayukabarane.com,,,,
infomoneter.co,,,,
hariankepri.com,,,,
cakrawala.co,,,,
bali.suaramerdeka.com,,,,
mommiesdaily.com,,,,
j5newsroom.com,,,,
radarpalembang.bacakoran.co,,,,
portalmadura.com,,,,
nusantarapos.co.id,,,,
metrokendari.com,,,,
jatengonline.com,,,,
totabuan.news,,,,
nawalakarsa.id,,,,
newshanter.com,,,,
jurnalnews.co,,,,
buanainformasi.tv,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
monevonline.com,h1.f50.black2.f400.crimson,"div[class=""grey bdr3 pb10 pt10""] time span",div.credit b,"div[class=""side-article txt-article multi-fontsize editcontent""]"
garda.id,,,,
lampungone.co,h1.read__title,div.read__info__date,div.read__info__author,article[class='read__content clearfix']
mediasriwijaya.com,,,,
lintasbisnis.com,,,,
kabarterkini.co.id,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
kabarbursa.com,,,,
traveldiva.id,,,,
nativzen.com,,,,
wisataohhwisata.com,,,,
indonesiaweek.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
radarserpong.com,div.read__title,span.date_detail,"div[class=""read__info__author""] div a",article.read__content.clearfix
khatulistiwahits.com,,,,
zimbabwe.shafaqna.com,,,,
hangout.id,,,,
bisnislife.com,,,,
diurma.com,,,,
lifestyle.fin.co.id,,,,
momsmoney.kontan.co.id,,,,
jabar.pikiran-rakyat.com,,,,
wartasidoarjo.pikiran-rakyat.com,,,,
hallo.id,,,,
suarabaru.id,,,,
dexpert.co.id,,,,
jakarta365.net,,,,
alur.id,,,,
regional.kompas.com,,,,
celebrity.okezone.com,,,,
jogja.jpnn.com,,,,
yogyakarta.kompas.com,,,,
lifestyle.eranasional.com,,,,
